统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,500005,179,167,电动车,2.53,26.15,26.07,0.00,101.52,14.02
1,500010,199,175,电动车,2.38,21.05,21.03,0.00,141.29,24.18
1,500013,202,169,电动车,2.52,25.55,21.03,0.00,12.60,2.16
1,500019,216,166,自行车,1.70,13.70,19.95,0.00,85.09,15.35
1,800006,165,157,电动车,2.55,26.55,26.55,0.00,998.73,3600.00
1,800030,300,237,电动车,2.62,29.05,29.05,0.00,998.69,3600.00
2,500022,351,288,自行车,1.79,14.86,19.94,0.00,31.58,5.70
2,500028,357,282,自行车,1.75,14.28,19.58,0.00,29.90,5.50
2,500031,342,259,电动车,2.55,26.65,26.59,0.00,28.90,3.91
2,500042,362,248,自行车,1.81,15.10,19.55,0.00,29.40,5.41
2,500047,372,249,自行车,1.94,16.88,19.30,0.00,23.36,4.36
2,500049,367,243,自行车,1.86,15.74,19.46,0.00,26.68,4.94
2,500057,376,228,自行车,1.89,16.22,19.15,0.00,21.23,3.99
2,500064,380,224,自行车,1.81,15.16,19.09,0.00,20.45,3.86
2,800012,319,297,自行车,1.66,13.14,20.00,0.00,15.15,2.73
2,800016,301,271,电动车,2.52,25.80,25.80,0.00,7.88,1.10
2,800029,326,262,自行车,1.84,15.48,20.00,0.00,0.50,0.09
2,800035,309,238,电动车,2.51,25.35,25.10,0.00,54.45,7.81
2,800038,323,248,电动车,2.40,21.70,20.08,0.00,0.56,0.10
2,800042,332,250,自行车,1.90,16.30,19.70,0.00,7.35,1.34
2,800051,312,219,电动车,2.61,28.75,25.08,0.00,16.89,2.42
2,800061,337,232,电动车,2.39,21.30,20.41,0.00,23.17,4.09
2,800072,331,214,自行车,1.65,13.06,19.80,0.00,27.24,4.95
2,800074,345,226,自行车,1.81,15.18,19.82,0.00,19.94,3.62
2,800079,317,188,电动车,2.59,27.90,26.93,0.00,33.73,4.51
2,800086,322,185,电动车,2.56,26.85,26.25,0.00,15.64,2.14
2,800088,325,184,电动车,2.60,28.40,26.07,0.00,14.13,1.95
