统计时段,起始时间(s),结束时间(s),车辆ID,检测起始时间(s),检测结束时间(s),行程时间(s),行程距离(m),延误(s),期望速度(km/h)
1,1,300,100003,10.75,33.15,22.40,380.65,0.19,61.70
1,1,300,100004,14.35,40.90,26.55,380.78,0.44,52.50
1,1,300,100005,13.05,34.20,21.15,380.74,0.06,65.00
1,1,300,100008,14.20,36.40,22.20,380.97,1.82,67.30
1,1,300,100009,16.60,39.60,23.00,381.06,0.55,61.10
1,1,300,100011,20.55,44.40,23.85,381.29,0.35,58.40
1,1,300,100014,19.20,40.80,21.60,381.03,0.27,64.30
1,1,300,100015,27.95,54.50,26.55,381.29,0.89,53.50
1,1,300,100016,33.05,56.75,23.70,381.03,0.41,58.90
1,1,300,100017,31.15,53.10,21.95,381.48,0.22,63.20
1,1,300,100020,29.85,56.90,27.05,381.10,0.10,50.90
1,1,300,100022,36.70,62.15,25.45,380.65,0.33,54.55
1,1,300,100024,32.10,59.85,27.75,380.78,3.45,56.40
1,1,300,100025,37.10,60.30,23.20,380.74,0.51,60.40
1,1,300,100027,38.60,168.10,129.50,381.78,107.79,63.30
1,1,300,100029,42.05,164.50,122.45,380.97,102.63,69.20
1,1,300,100031,41.05,163.45,122.40,381.38,99.40,59.70
1,1,300,100033,44.25,170.40,126.15,381.35,103.08,59.50
1,1,300,100034,46.35,163.30,116.95,382.05,94.37,60.90
1,1,300,100036,50.45,167.60,117.15,381.06,90.41,51.30
1,1,300,100038,49.45,169.15,119.70,380.78,97.04,60.50
1,1,300,100040,52.35,171.60,119.25,380.78,93.82,53.90
1,1,300,100042,56.20,173.40,117.20,380.74,90.24,50.85
1,1,300,100043,52.30,167.10,114.80,380.90,95.04,69.40
1,1,300,100045,56.40,169.90,113.50,381.29,91.95,63.70
1,1,300,100048,58.80,175.95,117.15,381.02,97.10,68.40
1,1,300,100049,59.85,170.05,110.20,380.65,86.74,58.40
1,1,300,100051,64.40,172.60,108.20,381.26,88.02,68.00
1,1,300,100052,64.45,174.20,109.75,380.97,81.06,47.80
1,1,300,100054,65.95,178.25,112.30,380.78,88.34,57.20
1,1,300,100057,70.20,174.85,104.65,381.58,83.32,64.40
1,1,300,100058,72.00,177.10,105.10,381.03,83.26,62.80
