统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,500009,212,190,自行车,1.88,16.00,19.99,0.00,59.53,10.72
1,500015,221,186,自行车,1.78,14.68,19.67,0.00,34.11,6.24
1,500024,235,171,自行车,1.66,13.18,19.44,0.00,18.19,3.37
1,500030,197,118,电动车,2.61,28.70,28.70,0.00,37.07,4.65
1,500033,215,128,电动车,2.64,29.60,19.99,0.00,9.92,1.79
1,600004,239,227,自行车,1.79,14.82,19.10,0.00,14.42,2.72
1,600007,229,216,自行车,1.80,14.94,19.94,0.00,40.76,7.36
1,600009,240,223,自行车,1.94,16.90,19.17,0.00,5.65,1.06
1,600013,241,217,电动车,2.49,24.80,19.09,0.00,3.44,0.65
1,600025,248,200,电动车,2.57,27.35,19.06,0.00,9.50,1.79
1,600030,246,191,电动车,2.56,26.95,19.06,0.00,9.75,1.84
1,600031,215,155,电动车,2.54,26.20,26.04,0.00,0.50,0.07
1,600036,253,179,电动车,2.51,25.25,19.03,0.00,5.37,1.02
1,600039,231,157,自行车,1.92,16.66,19.98,0.00,5.55,1.00
1,600041,255,179,电动车,2.60,28.25,19.02,0.00,9.46,1.79
1,600045,257,173,电动车,2.53,25.85,19.01,0.00,10.02,1.90
1,600064,236,114,自行车,1.76,14.46,19.41,0.00,4.84,0.90
1,600066,231,104,电动车,2.51,25.30,19.95,0.00,0.50,0.09
1,600069,241,109,自行车,1.66,13.08,19.87,0.00,0.50,0.09
1,600079,249,95,电动车,2.53,26.00,21.98,0.00,2.91,0.48
1,700004,215,202,自行车,1.79,14.86,20.00,0.00,0.50,0.09
1,700005,163,149,电动车,2.53,25.85,25.85,0.00,998.74,3600.00
1,700009,230,194,自行车,1.68,13.46,19.82,0.00,4.12,0.75
1,700011,204,167,电动车,2.52,25.55,25.30,0.00,52.03,7.40
1,700016,192,143,电动车,2.56,27.15,27.15,0.00,200.98,26.65
1,700017,246,193,自行车,1.70,13.70,19.53,0.00,0.50,0.09
1,700020,244,175,电动车,2.49,24.65,19.07,0.00,10.27,1.94
1,700023,251,173,电动车,2.46,23.55,19.04,0.00,7.49,1.42
1,700027,253,162,电动车,2.51,25.20,23.35,0.00,5.33,0.82
1,700031,255,158,电动车,2.64,29.60,23.48,0.00,0.50,0.08
1,700033,270,170,电动车,2.50,24.85,24.62,0.00,64.35,9.41
1,700036,274,162,电动车,2.51,25.45,25.37,0.00,29.99,4.26
1,700043,292,169,电动车,2.63,29.35,29.28,0.00,122.55,15.07
2,500051,343,218,电动车,2.60,28.50,24.71,0.00,0.50,0.07
2,500055,354,215,电动车,2.62,29.00,26.79,0.00,22.58,3.03
2,500079,351,160,电动车,2.56,27.15,26.59,0.00,4.27,0.58
2,500101,343,109,电动车,2.64,29.55,29.55,0.00,17.09,2.08
2,700037,316,202,自行车,1.65,13.04,20.00,0.00,76.92,13.85
2,700042,322,199,自行车,1.71,13.78,19.63,0.00,32.00,5.87
2,700047,333,199,自行车,1.86,15.74,19.99,0.00,11.08,2.00
2,700051,304,162,电动车,2.48,24.20,24.15,0.00,98.44,14.68
2,700052,339,195,自行车,1.74,14.14,19.72,0.00,36.80,6.72
2,700056,331,168,电动车,2.46,23.60,23.24,0.00,45.75,7.09
2,700075,350,146,电动车,2.55,26.60,26.34,0.00,41.34,5.65
