统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,100005,178,171,小汽车,4.82,33.15,33.15,0.01,498.80,108.34
1,100026,187,144,小汽车,4.54,30.45,30.45,0.01,498.86,117.96
2,100055,336,241,小汽车,4.54,30.45,30.45,0.01,498.86,117.96
2,100135,493,258,小汽车,4.29,27.85,27.85,0.01,498.93,128.99
2,100146,365,111,小汽车,4.46,29.55,29.55,0.01,498.89,121.56
2,100177,501,194,小汽车,4.17,26.70,26.70,0.01,498.96,134.55
3,100226,644,243,小汽车,4.71,32.15,32.15,0.01,498.82,111.71
3,100236,655,240,小汽车,4.16,26.60,26.48,0.01,19.99,5.44
3,100244,650,224,小汽车,4.53,30.25,30.24,0.01,498.87,118.78
3,100306,802,269,小汽车,4.41,29.05,29.05,0.01,498.90,123.65
3,100313,805,263,小汽车,4.83,33.35,31.52,0.01,9.95,2.27
3,100355,809,209,小汽车,4.96,34.55,33.73,0.01,15.85,3.38
3,100371,812,183,小汽车,4.80,33.05,31.50,0.01,9.72,2.22
3,400004,821,321,社会大巴/公交车,12.36,25.00,25.00,0.01,496.91,143.11
4,100379,954,308,小汽车,4.74,32.35,32.35,0.01,498.82,111.02
4,100391,958,298,小汽车,4.92,34.25,33.57,0.01,16.66,3.57
4,100403,965,285,小汽车,4.01,25.10,23.66,0.01,6.20,1.89
4,100419,963,257,小汽车,4.33,28.30,28.09,0.01,18.92,4.85
4,100432,976,244,小汽车,4.11,26.10,23.95,0.01,5.87,1.77
4,100452,978,217,社会大巴/公交车,12.39,28.25,23.93,0.01,5.24,1.58
4,100475,1117,321,小汽车,4.34,28.45,27.86,0.01,12.06,3.12
4,100511,1113,252,小汽车,4.63,31.25,31.25,0.01,498.84,114.93
4,100515,1123,254,小汽车,4.47,29.70,29.69,0.01,498.88,121.00
4,400005,973,323,社会大巴/公交车,12.12,25.00,24.99,0.01,496.97,143.16
5,100528,1268,372,小汽车,4.45,29.45,29.45,0.01,498.89,121.97
5,100588,1272,281,小汽车,4.86,33.55,32.67,0.01,14.81,3.26
5,100594,1275,276,小汽车,4.73,32.30,30.79,0.01,9.57,2.24
5,100618,1430,382,小汽车,4.45,29.45,29.33,0.01,498.89,122.45
5,100627,1425,357,小汽车,4.83,33.35,33.35,0.01,498.79,107.69
5,100717,1442,233,小汽车,4.34,28.45,28.45,0.01,498.91,126.26
5,400007,1291,342,社会大巴/公交车,11.41,25.00,25.00,0.01,497.15,143.18
6,100705,1579,391,小汽车,4.77,32.70,29.12,0.01,6.49,1.60
6,100721,1585,367,小汽车,4.22,27.20,27.20,0.01,498.95,132.09
6,100734,1576,334,小汽车,4.43,29.30,29.30,0.01,498.89,122.59
6,100792,1738,411,小汽车,4.33,28.25,27.73,0.01,14.17,3.68
6,100796,1734,399,小汽车,4.17,26.75,26.75,0.01,498.96,134.30
6,100801,1744,406,小汽车,4.38,28.80,27.16,0.01,8.16,2.16
6,100822,1741,362,小汽车,4.20,27.00,25.58,0.01,7.37,2.07
6,100853,1746,312,小汽车,4.81,33.10,29.11,0.01,6.50,1.61
6,100925,1751,184,小汽车,4.94,34.40,33.43,0.01,15.30,3.29
7,100879,1886,404,小汽车,4.44,29.40,29.40,0.01,498.89,122.18
7,100957,1892,279,小汽车,4.57,30.70,30.36,0.01,19.73,4.68
7,100974,2045,399,小汽车,4.65,31.50,29.35,0.01,7.38,1.81
7,101024,1910,195,小汽车,4.13,26.30,23.66,0.01,5.27,1.60
7,101028,2043,323,小汽车,4.83,33.25,33.25,0.01,498.79,108.01
7,400011,1908,358,社会大巴/公交车,11.51,25.00,25.00,0.01,497.12,143.17
7,400012,2063,364,社会大巴/公交车,12.31,25.00,22.92,0.01,10.42,3.27
7,400013,2058,209,社会大巴/公交车,12.53,25.00,25.00,0.01,496.87,143.10
8,101075,2200,387,小汽车,4.29,27.95,27.95,0.01,498.93,128.52
8,101076,2211,397,小汽车,4.03,25.30,24.54,0.01,8.95,2.63
8,101112,2208,338,小汽车,4.41,29.10,27.21,0.01,7.55,2.00
8,101122,2206,324,小汽车,4.23,27.30,27.25,0.01,498.94,131.82
8,101134,2214,311,小汽车,4.24,27.40,24.33,0.01,5.30,1.57
