线路编号,线路名称,车辆ID,行驶区间,乘客数,行程距离(m),行程时间(s),车辆停车次数,车辆停车时间(s),车辆区间停车时间(s),车辆站点停靠时间(s),站点编号,上客数,下客数,乘客站点平均侯车时间(s),乘客总候车时间(s),乘客总停车时间(s),乘客区间总停车时间(s),乘客区间平均停车时间(s),乘客站点总停车时间(s),乘客站点平均停车时间(s)
4337,156路,1000008,4251->,13,428.25,33.70,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4337,156路,1000009,->4248,10,374.84,105.30,1,59.60,48.60,11.00,4248,3,1,73.30,219.90,585.00,486.00,48.60,99.00,11.00
4337,156路,1000009,4248->4250,12,230.73,35.80,0,9.00,0.00,9.00,4250,2,2,79.10,158.20,90.00,0.00,0.00,90.00,9.00
4337,156路,1000009,4250->4251,12,155.22,32.40,0,11.00,0.00,11.00,4251,3,2,81.50,244.50,110.00,0.00,0.00,110.00,11.00
4337,156路,1000009,4251->,13,428.08,32.40,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4337,156路,1000010,->4248,10,374.14,83.50,1,37.60,28.60,9.00,4248,2,1,81.50,163.00,367.00,286.00,28.60,81.00,9.00
4337,156路,1000010,4248->4250,11,230.73,37.90,0,11.00,0.00,11.00,4250,3,2,89.40,268.20,99.00,0.00,0.00,99.00,11.00
4337,156路,1000010,4250->4251,12,155.22,30.50,0,9.00,0.00,9.00,4251,2,2,89.90,179.80,90.00,0.00,0.00,90.00,9.00
4337,156路,1000010,4251->,12,428.10,32.40,0,0.00,0.00,0.00, ,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4337,156路,1000011,->4248,10,374.47,66.90,1,16.80,5.80,11.00,4248,3,1,94.90,284.70,157.00,58.00,5.80,99.00,11.00
4337,156路,1000011,4248->4250,12,230.73,40.30,0,11.00,0.00,11.00,4250,3,2,75.20,225.60,110.00,0.00,0.00,110.00,11.00
4337,156路,1000011,4250->4251,13,155.22,34.00,0,11.00,0.00,11.00,4251,3,2,109.20,327.60,121.00,0.00,0.00,121.00,11.00
4337,156路,1000011,4251->,14,428.66,114.80,1,69.10,69.10,0.00, ,0,0,0.00,0.00,967.40,967.40,69.10,0.00,0.00
4337,156路,1000012,->4248,10,374.42,47.80,0,11.00,0.00,11.00,4248,3,1,75.80,227.40,99.00,0.00,0.00,99.00,11.00
4337,156路,1000012,4248->4250,12,230.73,35.90,0,9.00,0.00,9.00,4250,2,2,81.70,163.40,90.00,0.00,0.00,90.00,9.00
4337,156路,1000012,4250->4251,12,155.22,32.50,0,11.00,0.00,11.00,4251,3,2,84.20,252.60,110.00,0.00,0.00,110.00,11.00
4337,156路,1000012,4251->,13,428.77,101.50,1,60.50,60.50,0.00, ,0,0,0.00,0.00,786.50,786.50,60.50,0.00,0.00
4337,156路,1000013,->4248,10,374.08,47.70,0,11.00,0.00,11.00,4248,3,1,75.70,227.10,99.00,0.00,0.00,99.00,11.00
4337,156路,1000013,4248->4250,12,230.73,37.90,0,11.00,0.00,11.00,4250,3,2,113.60,340.80,110.00,0.00,0.00,110.00,11.00
4337,156路,1000013,4250->,13,64.52,6.30,0,0.00,0.00,0.00,4251,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
